BD,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
649,4- ޕޮލިސީ/އެސް.އޯ.ޕީތަކަށް ބެލެނިވެރިން އަހުލުވެރިކުރުވާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
650,5- ސްކޫލުގައި އިންސާނީ ޙައްޤުތަކާއި ކުޑަކުދިންގެ ޙައްޤުތައް ރައްކާތެރިކުރުމާ ގުޅޭ ހަރަކާތްތައް ރާވާ ހިންގާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
651,1- ގުޅުން ބަދަހިވާ ފަދަ ހަރަކާތްތައް ދަރިވަރުންނަށް ހިންގާ,ސްކޫލް މާހައުލަކީ ޞުލްޙަ މަސަލަސްކަމާއި އެކުވެރިކަމަށް ބާރުއަޅާ ތަނަކަށް ހެދުމަށް ސްކޫލުން މަސައްކަތްކުރުން,5.7.1.3, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
652,2- ގުޅުން ބަދަހިވާ ފަދަ ހަރަކާތްތައް މުވައްޒަފުންނަށް ހިންގާ,ސްކޫލް މާހައުލަކީ ޞުލްޙަ މަސަލަސްކަމާއި އެކުވެރިކަމަށް ބާރުއަޅާ ތަނަކަށް ހެދުމަށް ސްކޫލުން މަސައްކަތްކުރުން,5.7.1.3, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
653,3- ގުޅުން ބަދަހިވާ ފަދަ ހަރަކާތްތައް ބެލެނިވެރިންނަށް ހިންގާ,ސްކޫލް މާހައުލަކީ ޞުލްޙަ މަސަލަސްކަމާއި އެކުވެރިކަމަށް ބާރުއަޅާ ތަނަކަށް ހެދުމަށް ސްކޫލުން މަސައްކަތްކުރުން,5.7.1.3, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
654,1- ސްކޫލް މާހައުލަކީ އޯގާތެރިކަމާ އެކު މުއާމަލާތްކުރާ ތަނަކަށް ހެދުމަށް އެސެމްބްލީގައި ބާރުއަޅާ,ދަރިވަރުން  ސްކޫލަށް ލޯބިޖެއްސުމަށާއި، ސްކޫލަކީ ދަރިވަރުން އަންނަހިތުން އަންނަ ތަނެއްކަމުގައި ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.4, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
655,2- ދަރިވަރުން ޝައުޤުވެރިވާ ގޮތަށް ސްކޫލް މާހައުލު ފަރުމާކޮށްފައި ވޭ,ދަރިވަރުން  ސްކޫލަށް ލޯބިޖެއްސުމަށާއި، ސްކޫލަކީ ދަރިވަރުން އަންނަހިތުން އަންނަ ތަނެއްކަމުގައި ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.4, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
656,3- ދަރިވަރުންގެ ކިބައިން ރިވެތި ސިފަތައް ފެނޭ,ދަރިވަރުން  ސްކޫލަށް ލޯބިޖެއްސުމަށާއި، ސްކޫލަކީ ދަރިވަރުން އަންނަހިތުން އަންނަ ތަނެއްކަމުގައި ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.4, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
657,4- މުދައްރިސުންގެ ކިބައިން ރިވެތި ސިފަތައް ފެނޭ,ދަރިވަރުން  ސްކޫލަށް ލޯބިޖެއްސުމަށާއި، ސްކޫލަކީ ދަރިވަރުން އަންނަހިތުން އަންނަ ތަނެއްކަމުގައި ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.4, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
920,5- އެހެނިހެން މުވައްޒަފުންގެ ކިބައިން ރިވެތި ސިފަތައް ފެނޭ,ދަރިވަރުން  ސްކޫލަށް ލޯބިޖެއްސުމަށާއި، ސްކޫލަކީ ދަރިވަރުން އަންނަހިތުން އަންނަ ތަނެއްކަމުގައި ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.4, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
658,"1- ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ސްކޫލުގެ އެކްޓިވިޓީ ކަލަންޑަރުގައި ހިމަނައިފައިވޭ
",ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.8.1.1,ޞިއްޙީ ހޭލުންތެރިކަން އިތުރުކުރުމަށް މަސައްކަތްކުރުން,5.8.1,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
659, 2- ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ  ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީކުރެވޭ ގޮތަށް ކުރިއަށް ގެންދޭ,ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.8.1.1,ޞިއްޙީ ހޭލުންތެރިކަން އިތުރުކުރުމަށް މަސައްކަތްކުރުން,5.8.1,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
660,3- ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ  ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން ހިއްސާކުރާ އަގުތައް ތަރައްގީކުރެވޭ ގޮތަށް ކުރިއަށް ގެންދޭ,ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.8.1.1,ޞިއްޙީ ހޭލުންތެރިކަން އިތުރުކުރުމަށް މަސައްކަތްކުރުން,5.8.1,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
661,"1- ޔުނިފޯމު ހަރަކާތްތައް ހިންގުމުގެ މަސްއޫލިއްޔަތު ލިޔުމުން މުވައްޒަފަކާ ހަވާލުކޮށްފައި ވޭ
",އިންޓެލެކްޗުއަލް އެންޑް ސޯޝަލް އެކްޓިވިޓީސް (ޔުނިފޯމު ހަރަކާތްތައް) ހިންގުން,5.8.2.1,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
662,2- ޔުނިފޯމު ހަރަކާތްތައް ތާވަލާ އެއްގޮތަށް ކުރިއަށް ގެންގޮސް ލިޔެކިޔުންތައް ބަލަހައްޓާ,އިންޓެލެކްޗުއަލް އެންޑް ސޯޝަލް އެކްޓިވިޓީސް (ޔުނިފޯމު ހަރަކާތްތައް) ހިންގުން,5.8.2.1,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
663,3- ޔުނިފޯމު ހަރަކާތްތައް ހިންގުމާ ބެހޭ ތަމްރީނު މުވައްޒަފުންނަށް ފޯރުކޮށްދޭ,އިންޓެލެކްޗުއަލް އެންޑް ސޯޝަލް އެކްޓިވިޓީސް (ޔުނިފޯމު ހަރަކާތްތައް) ހިންގުން,5.8.2.1,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
664,1- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ހިންގުމުގެ މަސްއޫލިއްޔަތު ލިޔުމުން މުވައްޒަފަކާ ހަވާލުކޮށްފައި ވޭ ,ސިވިކް ވެލިއުސް އެކްޓިވިޓީސް (މަދަނީ ތަރުބިއްޔަތު- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ފަދަ) ހިންގުން,5.8.2.2,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
665, 2- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ތާވަލާ އެއްގޮތަށް ކުރިއަށް ގެންދޭ ,ސިވިކް ވެލިއުސް އެކްޓިވިޓީސް (މަދަނީ ތަރުބިއްޔަތު- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ފަދަ) ހިންގުން,5.8.2.2,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
666,3- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތަކުގެ ލިޔެކިޔުންތައް ބަލަހައްޓާ,ސިވިކް ވެލިއުސް އެކްޓިވިޓީސް (މަދަނީ ތަރުބިއްޔަތު- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ފަދަ) ހިންގުން,5.8.2.2,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
667,1- ކުޅިވަރު ހަރަކާތްތައް ހިންގުމުގެ މަސްއޫލިއްޔަތު ލިޔުމުން މުވައްޒަފަކާ ހަވާލުކޮށްފައި ވޭ ,ކުޅިވަރު ހަރަކާތްތައް  ސްކޫލުގައި ހިންގުން,5.8.2.3,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
668,2-  ކުޅިވަރު ހަރަކާތް ހިންގުމަށް ބޭނުންވާ ވަރަށް، ބޭނުންކުރެވޭ ހާލަތުގައި ކުޅިވަރު ކުޅޭ ތަކެތި ހުރޭ,ކުޅިވަރު ހަރަކާތްތައް  ސްކޫލުގައި ހިންގުން,5.8.2.3,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
669,3- ކުޅިވަރު ކުޅޭ ތަކެތި ފަސޭހައިން ލިބޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ,ކުޅިވަރު ހަރަކާތްތައް  ސްކޫލުގައި ހިންގުން,5.8.2.3,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
670,4- ކުޅިވަރު ކުޅުމަށް ބޭނުންކުރާ ތަކެތީގެ ލިސްޓު އަދާހަމަކުރޭ,ކުޅިވަރު ހަރަކާތްތައް  ސްކޫލުގައި ހިންގުން,5.8.2.3,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
671,5- އެކްޓިވިޓީ ކަލަންޑަރާ އެއްގޮތަށް ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންގޮސް ލިޔެކިޔުންތައް ބަލަހައްޓާ,ކުޅިވަރު ހަރަކާތްތައް  ސްކޫލުގައި ހިންގުން,5.8.2.3,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
672,"1- ކޮންމެ ދަރިވަރަކު ވެސް  މަދުވެގެން އެއް ހަރަކާތެއްގައި ބައިވެރިވާކަން ސްކޫލުން ކަށަވަރުކުރޭ
",ކުޅިވަރާއި އެހެނިހެން ހަރަކާތްތަކުގައި ބައިވެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަަށް ހޯދައިދިނުން,5.8.2.4,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
673,2- ސުކޫލުގައި ހިންގާ ތަފާތު ހަރަކާތްތަކުގައި ބައިވެރިވުމުގެ ފުރުޞަތު ދަރިވަރުންނަށް ދޭ ,ކުޅިވަރާއި އެހެނިހެން ހަރަކާތްތަކުގައި ބައިވެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަަށް ހޯދައިދިނުން,5.8.2.4,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
674,3- ސްކޫލުން ބޭރުން ލިބެން ހުންނަ ފުރުޞަތުތައް ދަރިވަރުންނަށް ތަނަވަސްކޮށްދޭ,ކުޅިވަރާއި އެހެނިހެން ހަރަކާތްތަކުގައި ބައިވެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަަށް ހޯދައިދިނުން,5.8.2.4,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
676,1- ސްކޫލުގައި ހުރި ހުރިހައި ނަގުދު ފައިސާއާއި ބޭންކް ޗެކްތައް ތިޖޫރީގައި ރައްކާކުރޭ,ތިޖޫޫރީ ބެލެހެއްޓުން,5.9.1.1,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
677,2- ތިޖޫރީގައި ބަހައްޓާ ފައިސާ، މަހަކު އެއްފަހަރު ބޭންކް އެކައުންޓަށް ޖަމާކުރޭ,ތިޖޫޫރީ ބެލެހެއްޓުން,5.9.1.1,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
678,3- ތިޖޫރީގެ ތަޅުދަނޑި ރައްކާތެރިކަމާއެކު ބަލަހައްޓާ,ތިޖޫޫރީ ބެލެހެއްޓުން,5.9.1.1,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
679,"1- ތިޖޫރީގައި ބަހައްޓާ ފައިސާގެ މަޢުލޫމާތު ""ތިޖޫރި ބާކީ ފޮތުން"" އަދާހަމަކުރަމުން ދޭ",ތިޖޫރީއާ ގުޅޭ ކަންކަމުގެ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.1.2,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
680,2- މަހަކު އެއްފަހަރު  ތިޖޫރީ ރިޕޯޓު ތައްޔާރުކުރޭ,ތިޖޫރީއާ ގުޅޭ ކަންކަމުގެ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.1.2,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
681,3- ތިޖޫރީ ރިޕޯޓުތައް މިނިސްޓްރީ އޮފް އެޑިޔުކޭޝަނަށް/ފިނޭންސް މިނިސްޓްރީއަށް ފޮނުވާ,ތިޖޫރީއާ ގުޅޭ ކަންކަމުގެ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.1.2,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
682,1- ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ތައްޔާރުކުރޭ,ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ބޭނުންކުރުން,5.9.2.1,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
683,"2- ރަސީދުތަކުގެ ނަންބަރު ތަރުތީބުން ""ލިބޭ ފައިސާގެ ފޮތަށް"" އަރުވާ",ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ބޭނުންކުރުން,5.9.2.1,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
684,3- ފައިސާ ބަލައިގަތުމަށް ފަހު ރަސީދު ދޫކުރޭ,ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ބޭނުންކުރުން,5.9.2.1,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
685,1- ބަނޑޭރި ޕޭ އަށް މުވައްޒަފުން އަހުލުވެރިކުރުވާ,ބަނޑޭރި ޕޭ އިން ފައިސާ ބަލައިގަތުން,5.9.2.2,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
686,2- ބަނޑޭރި ޕޭ އިން ސްކޫލަށް ލިބޭ އާމްދަނީ ފައިސާ ބަލައިގަނޭ,ބަނޑޭރި ޕޭ އިން ފައިސާ ބަލައިގަތުން,5.9.2.2,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
687,3- ބަނޑޭރި ޕޭ ރިޕޯޓާއި ޖާރނަލް ވައުޗަރ މިނިސްޓްރީގެ ފައިނޭންސް ޑިވިޜަނަށް ފޮނުވާ (ހަމައެކަނި މާލޭ ސުކޫޅްސް),ބަނޑޭރި ޕޭ އިން ފައިސާ ބަލައިގަތުން,5.9.2.2,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
688,1- ޕީޓީއޭގެ ހަރަކާތްތަކުން ސްކޫލަށް ލިބޭ ފައިސާ އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
689,2- އެކިއެކި ހަރަކާތްތަކުން ސްކޫލަށް ލިބޭ ފައިސާ  އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
690,3- އެހީގެ ގޮތުގައި ސްކޫލަށް ލިބޭ ފައިސާ  އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
691,1- ކަނޑައަޅައިފައިވާ މުވައްޒަފަށް އެކަނި ބޭނުންކުރެވޭ ގޮތަށް، ރައްކާތެރިކަމާއެކު ސްޓޮކު ބަލަހައްޓާ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
692,2- ފޯމަކުން ނުވަތަ ފޮތުގައި ލިޔެގެން އެކަމަށް ހުއްދަ ލިޔުމުން ލިބިގެން ސްޓޮކުން މުދާ ދޫކުރޭ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
693,3- ސްޓޮކަށް ވައްދަންޖެހޭ ހުރިހައި ތަކެތި ދުވަހުން ދުވަހަށް ސްޓޮކަށް ވައްދައި، ސްޓޮކުގެ ބާކީ ބަލަހައްޓާ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
590,4- ސްޓޮކުން ފަސޭހައިން ތަކެތި ލިބޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
694,1- މުސާރައާ ގުޅޭ ލިޔެކިޔުންތައް (ޙާޟިރީ ރިޕޯޓު،މުސާރަ ޝީޓު، އިތުރު ގަޑީގެ ރިޕޯޓު، ގަޑީ ލާރީގެ ރިޕޯޓު، ކްރެޑިޓް ސްކީމްތަކުގެ ރިޕޯޓު) ފުރިހަމަކުރޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
695,2- ސޮއިކުރަންޖެހޭ ފަރާތްތަކުން ސޮއިކޮށްފައި ވޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
696,3- މުސާރައާ ގުޅޭ ލިޔެކިޔުންތައް ތަރުތީބުކޮށް ފައިލުކުރޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
697,1- އިތުރުގަޑީގެ މަސައްކަތްކުރުމުގެ ކުރިން ސުޕަވައިޒަރުގެ ހުއްދަ ހޯދާ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
698,2-  މުސާރައިގެ %10 އަށް ވުރެ އިތުރު ނުވާ ގޮތަށް ކޮންޓްރެކްޓް މުވައްޒަފުންނަށް އިތުރު ގަޑީގެ ފައިސާ ދޭ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
699,3- އިތުރު ގަޑީގައި މަސައްކަތްކުރި ގޮތުގެ ރެކޯޑުތައް ބަލަހައްޓާ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
700,1- އިންވެންޓްރީ ރަޖިސްޓްރީގައި ރެކޯޑުކުރޭ,ހަރުމުދަލާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,5.9.6.1,ހަރުމުދަލާއި ނީލަމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.6,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
